"ワープアイテム" -> "Warp items"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"付加能力不可 2501" -> "Additional capacity disabled 2501"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"棍技強化" -> "Strengthening of the performance"
"棍技使用可能" -> "Can be used"
"付加能力不可 2613" -> "No additional ability 2613"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"棍技強化" -> "Strengthening of the performance"
"棍技使用可能" -> "Can be used"
"付加能力不可 2613" -> "No additional ability 2613"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"属性強化 7" -> "Attribute enhancement 7"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"通常攻撃土属性" -> "Normal attack attribute"
"土属性強化" -> "Improved earth attribute"
"棍技強化" -> "Strengthening of the performance"
"棍技使用可能" -> "Can be used"
"付加能力不可 2562" -> "No additional ability 2562"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"解説追加" -> "Explanation Add"
"会心率15" -> "Conference rate 15"
"アップ" -> "up"
"棍技強化" -> "Strengthening of the performance"
"棍技使用可能" -> "Can be used"
"付加能力不可 2613" -> "No additional ability 2613"
"魔界の氷塊" -> "Mackerel ice blocks"
"最終ボーナス 40" -> "Final Bonus 40"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"属性強化 4" -> "Attribute enhancement 4"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"解説追加" -> "Explanation Add"
"会心率30" -> "Conference rate 30"
"アップ" -> "up"
"ターン回復30" -> "Turn recovery 30"
"通常攻撃氷属性" -> "Normal attack ice attribute"
"氷属性強化150" -> "Ice attribute enhancement 150"
"棍技強化150" -> "Skill enhancement 150"
"棍技使用可能" -> "Can be used"
"付加能力不可 1530" -> "No additional capacity 1530"
"最終ボーナス 40" -> "Final Bonus 40"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"属性強化 7" -> "Attribute enhancement 7"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"オートステート 303" -> "Auto State 303"
"解説追加" -> "Explanation Add"
"会心率30" -> "Conference rate 30"
"アップ" -> "up"
"通常攻撃土属性" -> "Normal attack attribute"
"土属性強化150" -> "Improved soil attributes 150"
"棍技強化150" -> "Skill enhancement 150"
"棍技使用可能" -> "Can be used"
"戦闘開始時「荒ぶる大地」発動" -> "Activate \"Rough earth\" at the start of battle"
"付加能力不可 1562" -> "No additional capacity 1562"
"最終ボーナス 40" -> "Final Bonus 40"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"戦闘開始時発動 3098" -> "Activate at battle start 3098"
"解説追加" -> "Explanation Add"
"会心率30" -> "Conference rate 30"
"アップ" -> "up"
"棍技強化200" -> "Cultivation 200"
"棍技使用可能" -> "Can be used"
"戦闘開始時「全力溜め」発動" -> "Activate \"full power saving\" at the start of battle"
"最終ボーナス 40" -> "Final Bonus 40"
"スキルタイプステート敵付加 12" -> "Skill Type State Enemy Attack 12"
"ステート特攻通常攻撃 14" -> "State Attack Normal Attack 14"
"ステート特攻スキルタイプ 12" -> "State Special Feature Skill Type 12"
"スキルタイプ強化 12" -> "Skill type reinforcement 12"
"スキル強化 1132" -> "Skill enhancement 1132"
"解説追加" -> "Explanation Add"
"会心率30" -> "Conference rate 30"
"アップ" -> "up"
"棍技強化150" -> "Skill enhancement 150"
"棍技使用可能" -> "Can be used"
"妖鬼の棍技スキル150" -> "Demonic skill of archeology 150"
"強化" -> "Enhancement"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"付加能力不可 1576" -> "No additional capacity 1576"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプ強化 13" -> "Skill type reinforcement 13"
"解説追加" -> "Explanation Add"
"鎌技強化" -> "Strengthen sickle technique"
"鎌技使用可能" -> "Sickle technique available"
"付加能力不可 1614" -> "No additional capacity 1614"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプ強化 13" -> "Skill type reinforcement 13"
"解説追加" -> "Explanation Add"
"鎌技強化" -> "Strengthen sickle technique"
"鎌技使用可能" -> "Sickle technique available"
"付加能力不可 1614" -> "No additional capacity 1614"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプ強化 13" -> "Skill type reinforcement 13"
"解説追加" -> "Explanation Add"
"鎌技強化" -> "Strengthen sickle technique"
"鎌技使用可能" -> "Sickle technique available"
"付加能力不可 1614" -> "No additional capacity 1614"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプ強化 13" -> "Skill type reinforcement 13"
"攻撃時ステート 230" -> "Attack state 230"
"解説追加" -> "Explanation Add"
"即死付加" -> "Instant death addition"
"鎌技強化" -> "Strengthen sickle technique"
"鎌技使用可能" -> "Sickle technique available"
"付加能力不可 1579" -> "No additional capacity 1579"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"攻撃時ステート 230" -> "Attack state 230"
"解説追加" -> "Explanation Add"
"即死付加" -> "Instant death addition"
"付加能力不可 2600" -> "No additional ability 2600"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"付加能力不可 2768" -> "No additional capacity 2768"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"付加能力不可 2651" -> "No additional capacity 2651"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"解説追加" -> "Explanation Add"
"ゴースト特攻" -> "Ghost Attack"
"付加能力不可 2588" -> "No additional capacity 2588"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプ強化 13" -> "Skill type reinforcement 13"
"解説追加" -> "Explanation Add"
"鎌技強化" -> "Strengthen sickle technique"
"鎌技使用可能" -> "Sickle technique available"
"付加能力不可 2614" -> "Additional capacity disabled 2614"
"最終ボーナス 20" -> "Final Bonus 20"
"スキルタイプステート敵付加 13" -> "Skill Type State Enemy Attack 13"
"ステート特攻通常攻撃 9" -> "State Attack Normal Attack 9"
"ステート特攻スキルタイプ 13" -> "State Special Feature Skill Type 13"
"スキルタイプ強化 13" -> "Skill type reinforcement 13"
"攻撃時ステート 230" -> "Attack state 230"
"解説追加" -> "Explanation Add"
"即死付加" -> "Instant death addition"
"鎌技強化" -> "Strengthen sickle technique"
